Gyroscope self-test executed 1000 times, average result taken for each axis. (Success under 14)




X = 1.97523 :  Y = -3.18861 :  Z = 2.73119
X = 3.18836 :  Y = -0.699542 :  Z = 1.94745
X = 3.54608 :  Y = -1.35028 :  Z = 1.75746
X = 1.8508 :  Y = -2.40772 :  Z = 2.65994
X = 1.92857 :  Y = -3.091 :  Z = 2.98055
X = 3.54608 :  Y = -0.699542 :  Z = 2.14932
X = 1.33756 :  Y = -3.48144 :  Z = 2.63619
X = 1.91302 :  Y = -2.92831 :  Z = 2.80243
X = 3.54608 :  Y = -0.553126 :  Z = 2.24432
X = 3.85714 :  Y = -0.667005 :  Z = 2.17307
X = 1.89746 :  Y = -2.94458 :  Z = 2.49369
X = 2.1152 :  Y = -2.27758 :  Z = 2.99243
X = 3.6705 :  Y = -0.374173 :  Z = 1.93558
X = 3.49942 :  Y = -0.927299 :  Z = 2.33932
X = 1.46198 :  Y = -3.10727 :  Z = 2.13745
X = 1.72638 :  Y = -2.94458 :  Z = 0.0712483
X = 3.54608 :  Y = -1.22013 :  Z = 2.07808
X = 2.1152 :  Y = -2.5216 :  Z = 2.77868
X = 1.99078 :  Y = -2.94458 :  Z = 2.38682
X = 3.85714 :  Y = -0.976105 :  Z = 2.17307
X = 3.1417 :  Y = -0.292831 :  Z = 2.04245
X = 2.14631 :  Y = -2.70056 :  Z = 2.9568
X = 3.11059 :  Y = -1.2364 :  Z = 1.38934
X = 0.171083 :  Y = -1.35028 :  Z = 0.451239
X = 2.86175 :  Y = -1.17133 :  Z = 1.86433
X = 3.26612 :  Y = -0.488052 :  Z = 2.2562
X = 1.67972 :  Y = -2.94458 :  Z = 2.50557
X = 2.06855 :  Y = -2.71682 :  Z = 2.41057
X = 3.42165 :  Y = -0.976105 :  Z = 2.0662
X = 3.76382 :  Y = -0.178953 :  Z = 2.69556
X = 1.88191 :  Y = -2.99339 :  Z = 2.58869
X = 3.76382 :  Y = -0.536858 :  Z = 2.1612
X = 3.70161 :  Y = -0.797152 :  Z = 2.29182
X = 2.1152 :  Y = -3.05846 :  Z = 2.93306
X = 1.83525 :  Y = -2.31011 :  Z = 2.51744
X = 2.48848 :  Y = -2.94458 :  Z = 2.80243
X = 3.42165 :  Y = -0.357905 :  Z = 2.55306
X = 0 :  Y = -0.471784 :  Z = 2.44619
X = 0.0777649 :  Y = -3.62786 :  Z = 2.88556
X = 3.76382 :  Y = -0.585663 :  Z = 2.43432
X = 3.54608 :  Y = -1.08998 :  Z = 1.84058
X = 2.23963 :  Y = -3.33502 :  Z = 2.90931
X = 3.35944 :  Y = -0.325368 :  Z = 1.87621
X = 3.21947 :  Y = -0.536858 :  Z = 2.60056
X = 2.0841 :  Y = -3.35129 :  Z = 2.63619
X = 1.69527 :  Y = -2.45653 :  Z = 2.82618
X = 3.74827 :  Y = -0.195221 :  Z = 2.31557
X = 3.42165 :  Y = -0.976105 :  Z = 2.2087
X = 1.66417 :  Y = -3.33502 :  Z = 2.54119
X = 1.8197 :  Y = -2.97712 :  Z = 2.57681
X = 3.53052 :  Y = 0 :  Z = 2.41057
X = 1.72638 :  Y = -3.15607 :  Z = 2.73119
X = 1.80414 :  Y = -3.18861 :  Z = 2.2087
X = 3.21947 :  Y = -0.813421 :  Z = 1.70996
X = 3.34389 :  Y = -0.178953 :  Z = 2.75493
X = 1.89746 :  Y = -3.18861 :  Z = 2.26807
X = 2.16186 :  Y = -2.73309 :  Z = 0.106872
X = 3.17281 :  Y = -1.05745 :  Z = 2.17307
X = 3.21947 :  Y = -0.40671 :  Z = 2.12557
X = 1.67972 :  Y = -2.8307 :  Z = 2.50557
X = 0.839861 :  Y = -2.70056 :  Z = 0.356242
X = 3.25057 :  Y = -0.6182 :  Z = 1.84058
X = 3.25057 :  Y = -0.504321 :  Z = 2.14932
X = 2.27073 :  Y = -1.5455 :  Z = 1.02123
X = 3.76382 :  Y = -4.14844 :  Z = 2.12557
X = 0.513248 :  Y = -1.10625 :  Z = 2.9568
X = 0.41993 :  Y = -0.40671 :  Z = 0.902479
X = 3.375 :  Y = -1.10625 :  Z = 2.19682
X = 2.67511 :  Y = -1.00864 :  Z = 2.1612
X = 1.8197 :  Y = -2.58668 :  Z = 2.07808
X = 1.57085 :  Y = -3.10727 :  Z = 2.57681
X = 3.74827 :  Y = -0.943568 :  Z = 2.3037
X = 3.54608 :  Y = -0.536858 :  Z = 1.9237
X = 1.89746 :  Y = -2.7819 :  Z = 3.0043
X = 3.65495 :  Y = -1.13879 :  Z = 1.84058


Average X Test: 2.5279%  Average Y Test: -1.81297%  Average Z Test: 2.16043%
Absolute % value under 14 passes test
